SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION
SR20-04936355,Sanitation Code Violation,SCB,Health,Streets and Sanitation,Completed,Phone Call,8/27/20 14:02,9/9/20 9:10,9/9/20 9:10,6034 S PULASKI RD,,,60629,6034,S,PULASKI,RD,FALSE,FALSE,,,65,23,,F036,1,8,813,30,,14,5,8,1150670.519,1864156.394,41.78314522,-87.7231462,"(41.78314521875799, -87.72314620244167)"
SR20-04984478,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/3/20 9:50,9/13/20 16:30,9/13/20 16:30,3661 N ELSTON AVE,,,60618,3661,N,ELSTON,AVE,FALSE,FALSE,,,16,33,,H013,3,17,1733,16,,9,5,9,1153687.767,1924233.519,41.94794424,-87.71048579,"(41.94794424412159, -87.7104857899362)"
SR20-04984944,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/3/20 10:43,10/16/20 14:55,10/16/20 14:55,4200 S CICERO AVE,,,60638,4200,S,CICERO,AVE,FALSE,FALSE,,,56,22,,D031,1,8,814,12,,10,5,9,1145055.169,1876331.495,41.81666314,-87.74342788,"(41.8166631396189, -87.74342788323584)"
SR20-04985558,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/3/20 11:54,11/23/20 13:15,11/23/20 13:15,1800 S SANGAMON ST,,,60608,1800,S,SANGAMON,ST,FALSE,FALSE,,,31,25,,N026,3,12,1235,12,,11,5,9,1170406.242,1891569.508,41.85796243,-87.6499891,"(41.85796242624265, -87.64998909495604)"
SR20-04987395,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/3/20 15:04,10/2/20 14:55,10/2/20 14:55,3320 N HALSTED ST,,,60657,3320,N,HALSTED,ST,FALSE,FALSE,,,6,44,,N014,2,19,1924,34,,15,5,9,1170268.779,1922358.196,41.94245147,-87.64959296,"(41.94245146840912, -87.64959295647161)"
SR20-04987506,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/3/20 15:16,10/17/20 21:30,10/17/20 21:30,4343 N ELSTON AVE,,,60641,4343,N,ELSTON,AVE,FALSE,FALSE,,,16,39,,G012,2,17,1723,28,,15,5,9,1149019.869,1928541.808,41.95985832,-87.72753211,"(41.959858321905294, -87.72753210545909)"
SR20-04991514,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/4/20 9:39,9/14/20 11:05,9/14/20 11:05,215 E OHIO ST,,,60611,215,E,OHIO,ST,FALSE,FALSE,,,8,42,,Q021,3,18,1834,35,,9,6,9,1178129.842,1904114.996,41.89221578,-87.62125701,"(41.892215775973135, -87.62125701144544)"
SR20-04993314,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/4/20 12:54,10/2/20 16:50,10/2/20 16:50,6751 S WESTERN AVE,Chicago,IL,60636,6751,S,WESTERN,AVE,FALSE,FALSE,,,66,17,,K038,3,8,832,8,,12,6,9,1161567.906,1859830.873,41.77105623,-87.68331241,"(41.77105623423378, -87.68331240618596)"
SR20-04993420,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/4/20 13:15,12/24/20 11:30,12/24/20 11:30,10359 S TORRENCE AVE,,,60617,10359,S,TORRENCE,AVE,FALSE,FALSE,,,51,10,,W047,3,4,434,21,,13,6,9,1195588.091,1836617.295,41.706583,-87.5593737,"(41.70658300002649, -87.55937369991425)"
SR20-04993458,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/4/20 13:19,10/8/20 9:43,10/8/20 9:43,2137 S STATE ST,,,60616,2137,S,STATE,ST,FALSE,FALSE,,,33,3,,Q026,3,1,131,3,,13,6,9,1176666.504,1889862.833,41.85314017,-87.62706185,"(41.85314017172161, -87.62706184620758)"
SR20-04993612,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/4/20 13:30,10/25/20 20:30,10/25/20 20:30,3659 W MARQUETTE RD,,,60629,3659,W,MARQUETTE,RD,FALSE,FALSE,,,65,13,,G038,3,8,833,30,,13,6,9,1152908.999,1859853.417,41.7712933,-87.71505253,"(41.77129329679334, -87.71505253348495)"
SR20-04994661,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/4/20 15:19,9/4/20 16:05,9/4/20 16:05,151 W KINZIE ST,,,60654,151,W,KINZIE,ST,FALSE,FALSE,,,8,42,,P022,3,18,1831,32,,15,6,9,1174981.151,1902957.433,41.88911048,-87.63285539,"(41.88911048006853, -87.63285539412652)"
SR20-04994978,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/4/20 15:59,9/21/20 8:10,9/21/20 8:10,1642 N CALIFORNIA AVE,,,60647,1642,N,CALIFORNIA,AVE,FALSE,FALSE,,,24,1,,I018,2,14,1421,30,,15,6,9,1157376.294,1910987.409,41.9115216,-87.69728875,"(41.91152159810856, -87.69728875103534)"
SR20-05016542,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/8/20 14:21,10/20/20 10:19,10/20/20 10:19,7348 S STONY ISLAND AVE,,,60649,7348,S,STONY ISLAND,AVE,FALSE,FALSE,,,43,7,,T039,2,3,324,1,,14,3,9,1187952.637,1856391.285,41.76102978,-87.58670589,"(41.761029781544075, -87.58670588981803)"
SR20-05016971,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/8/20 14:58,9/14/20 15:45,9/14/20 15:45,2701 W CERMAK RD,,,60608,2701,W,CERMAK,RD,FALSE,FALSE,,,30,12,,J027,3,10,1034,10,,14,3,9,1158663.497,1889213.441,41.8517455,-87.69315665,"(41.85174549731877, -87.69315665247754)"
SR20-05017083,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/8/20 15:09,9/29/20 17:10,9/29/20 17:10,11064 S WESTERN AVE,,,60643,11064,S,WESTERN,AVE,FALSE,FALSE,,,75,19,,J048,1,22,2212,50,,15,3,9,1162361.211,1831039.293,41.69203106,-87.68120405,"(41.69203106349376, -87.68120404765146)"
SR20-05017185,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/8/20 15:20,11/2/20 12:20,11/2/20 12:20,5456 S KEDZIE AVE,,,60632,5456,S,KEDZIE,AVE,FALSE,FALSE,,,63,14,,H034,2,8,822,15,,15,3,9,1155916.583,1868029.51,41.79366984,-87.70380825,"(41.793669838457184, -87.7038082492265)"
SR20-05017230,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/8/20 15:24,9/22/20 15:35,9/22/20 15:35,6869 N CLARK ST,,,60626,6869,N,CLARK,ST,FALSE,FALSE,,,1,49,,L005,3,24,2431,28,,15,3,9,1163666.616,1945528.055,42.0061724,-87.67320261,"(42.00617240387097, -87.67320261064866)"
SR20-05017283,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/8/20 15:30,9/9/20 12:35,9/9/20 12:35,3700 N HALSTED ST,,,60613,3700,N,HALSTED,ST,FALSE,FALSE,,,6,46,,N013,2,19,1923,10,,15,3,9,1170169.83,1924867.738,41.94933992,-87.64988309,"(41.94933991591581, -87.64988308997508)"
SR20-05020834,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/9/20 9:16,11/1/20 18:15,11/1/20 18:15,2512 S SAWYER AVE,,,60623,2512,S,SAWYER,AVE,FALSE,FALSE,,,30,12,,H027,2,10,1024,16,,9,4,9,1155025.58,1887038.386,41.84585054,-87.70656707,"(41.845850541719614, -87.70656706976706)"
SR20-05021017,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/9/20 9:32,12/18/20 12:00,12/18/20 12:00,7100 S KEDZIE AVE,,,60629,7100,S,KEDZIE,AVE,FALSE,FALSE,,,66,17,,H039,3,8,831,1,,9,4,9,1156255.673,1857331.462,41.76430599,-87.70285244,"(41.76430598882528, -87.70285244256638)"
SR20-05021324,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/9/20 9:53,11/27/20 16:40,11/27/20 16:40,2700 N CENTRAL AVE,,,60639,2700,N,CENTRAL,AVE,FALSE,FALSE,,,19,30,,B016,1,25,2514,10,,9,4,9,1138548.486,1917421.79,41.92954056,-87.76630067,"(41.92954056099784, -87.76630066699278)"
SR20-05021563,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/9/20 10:14,10/25/20 20:25,10/25/20 20:25,7000 S PULASKI RD,,,60629,7000,S,PULASKI,RD,FALSE,FALSE,,,65,13,,F038,3,8,833,46,,10,4,9,1150621.155,1857777.139,41.76564048,-87.72349304,"(41.765640477840876, -87.72349303917956)"
SR20-05023304,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/9/20 12:57,9/24/20 21:55,9/24/20 21:55,4300 S CICERO AVE,,,60638,4300,S,CICERO,AVE,FALSE,FALSE,,,56,22,,D032,1,8,814,23,,12,4,9,1144975.991,1875626.938,41.81473122,-87.74373607,"(41.81473121990687, -87.74373606453355)"
SR20-05023378,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/9/20 13:05,9/9/20 13:07,9/9/20 13:07,1024 N ASHLAND AVE,,,60622,1024,N,ASHLAND,AVE,FALSE,FALSE,,,24,1,,L020,1,12,1213,3,,13,4,9,1165453.761,1907027.051,41.9004859,-87.66772764,"(41.90048590244507, -87.66772764077156)"
SR20-05039947,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/11/20 13:05,10/20/20 12:20,10/20/20 12:20,2610 N HALSTED ST,,,60614,2610,N,HALSTED,ST,FALSE,FALSE,,,7,43,,N016,3,19,1935,46,,13,6,9,1170410.973,1917630.637,41.92947573,-87.64920899,"(41.92947572870304, -87.64920898823625)"
SR20-05040008,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/11/20 13:11,10/1/20 21:20,10/1/20 21:20,9501 S ESCANABA AVE,,,60617,9501,S,ESCANABA,AVE,FALSE,FALSE,,,51,10,,X045,3,4,431,6,,13,6,9,1197053.009,1842485.894,41.72265072,-87.55381477,"(41.72265071758799, -87.55381476516588)"
SR20-05083987,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/17/20 10:36,1/27/21 10:10,1/27/21 10:10,10900 S DOTY AVE,,,60628,10900,S,DOTY,AVE,FALSE,FALSE,,,50,9,,,1,5,513,8,,10,5,9,1185332.088,1832835.403,41.69645183,-87.59704873,"(41.696451827326314, -87.59704872563321)"
SR20-05092246,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/18/20 9:33,12/24/20 12:55,12/24/20 12:55,1157 E 95TH ST,,,60619,1157,E,95TH,ST,FALSE,FALSE,,,50,8,,S045,1,5,511,22,,9,6,9,1185816.303,1842076.238,41.72179842,-87.59498574,"(41.721798416160276, -87.59498573462014)"
SR20-05121567,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/22/20 14:54,10/22/20 11:09,10/22/20 11:09,6954 W HIGGINS AVE,,,60656,6954,W,HIGGINS,AVE,FALSE,FALSE,,,10,41,,Y109,1,16,1613,38,,14,3,9,1128705.877,1935854.494,41.98029489,-87.80205025,"(41.98029489276253, -87.8020502515745)"
SR20-05121727,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/22/20 15:08,12/11/20 16:15,12/11/20 16:15,3200 W 71ST ST,,,60629,3200,W,71ST,ST,FALSE,FALSE,,,66,17,,H038,3,8,831,1,,15,3,9,1156231.604,1857373.409,41.76442158,-87.70293953,"(41.76442158376718, -87.70293953344625)"
SR20-05121860,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/22/20 15:20,9/25/20 11:05,9/25/20 11:05,6900 N GLENWOOD AVE,,,60626,6900,N,GLENWOOD,AVE,FALSE,FALSE,,,1,49,,M005,3,24,2431,23,,15,3,9,1165544.686,1945785.138,42.0068379,-87.66628562,"(42.006837900810396, -87.66628561510655)"
SR20-05129083,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/23/20 14:12,10/22/20 14:32,10/22/20 14:32,1942 W IRVING PARK RD,,,60613,1942,W,IRVING PARK,RD,FALSE,FALSE,,,5,47,,L012,1,19,1912,12,,14,4,9,1162490.757,1926664.717,41.95443548,-87.67805965,"(41.954435481942994, -87.67805965327958)"
SR20-05129123,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/23/20 14:16,5/2/22 15:32,5/2/22 15:32,5772 S ARCHER AVE,,,60638,5772,S,ARCHER,AVE,FALSE,FALSE,,,56,14,,C034,1,8,814,23,,14,4,9,1141310.083,1869048.563,41.79674732,-87.75734504,"(41.79674731937816, -87.75734504162347)"
SR20-05129322,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/23/20 14:40,10/22/20 14:35,10/22/20 14:35,553 W DIVERSEY PKWY,,,60614,553,W,DIVERSEY,PKWY,FALSE,FALSE,,,7,43,,O016,3,19,1935,13,,14,4,9,1171953.744,1918837.672,41.93275397,-87.64350411,"(41.932753964966814, -87.6435041097103)"
SR20-05129765,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/23/20 15:32,9/23/20 15:32,9/23/20 15:32,8645 S STONY ISLAND AVE,,,60617,8645,S,STONY ISLAND,AVE,FALSE,FALSE,,,45,8,,U042,1,4,412,51,,15,4,9,1188532.593,1847800.939,41.73744323,-87.58485422,"(41.73744322914271, -87.58485422293269)"
SR20-05145089,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/25/20 14:10,1/27/21 10:05,1/27/21 10:05,924 W MONROE ST,,,60607,924,W,MONROE,ST,FALSE,FALSE,,,28,25,,N023,3,12,1232,16,,14,6,9,1170144.874,1899768.628,41.88046714,-87.65070914,"(41.88046714382657, -87.65070914410317)"
SR20-05145173,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/25/20 14:19,9/28/20 12:05,9/28/20 12:05,6852 S ASHLAND AVE,,,60636,6852,S,ASHLAND,AVE,FALSE,FALSE,,,67,17,,L038,2,7,725,31,,14,6,9,1166779.516,1859080.056,41.76888622,-87.6642299,"(41.76888621522105, -87.6642298973362)"
SR20-05145401,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/25/20 14:38,10/23/20 11:16,10/23/20 11:16,670 W DIVERSEY PKWY,,,60614,670,W,DIVERSEY,PKWY,FALSE,FALSE,,,6,44,,O015,3,19,1934,18,,14,6,9,1171203.905,1918871.993,41.93286467,-87.64625866,"(41.93286466692569, -87.64625866110495)"
SR20-05145474,Consumer Retail Business Complaint,CST,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/25/20 14:48,12/24/20 13:27,12/24/20 13:27,6901 S NORMAL BLVD,,,60621,6901,S,NORMAL,BLVD,FALSE,FALSE,,,68,6,,O038,3,7,732,12,,14,6,9,1174170.062,1859137.335,41.76888243,-87.63713812,"(41.76888243211505, -87.63713812192738)"
SR20-05145926,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/25/20 15:36,1/8/21 16:10,1/8/21 16:10,4300 S CICERO AVE,,,60638,4300,S,CICERO,AVE,FALSE,FALSE,,,56,22,,D032,1,8,814,23,,15,6,9,1144975.991,1875626.938,41.81473122,-87.74373607,"(41.81473121990687, -87.74373606453355)"
SR20-05145964,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/25/20 15:41,1/12/21 15:45,1/12/21 15:45,3240 W 31ST ST,,,60623,3240,W,31ST,ST,FALSE,FALSE,,,30,12,,H028,3,10,1032,15,,15,6,9,1155073.238,1883898.134,41.83723236,-87.70647628,"(41.83723235805287, -87.70647627928693)"
SR20-05163436,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/28/20 14:56,12/24/20 13:26,12/24/20 13:26,4760 N LINCOLN AVE,,,60625,4760,N,LINCOLN,AVE,FALSE,FALSE,,,4,47,,K011,1,19,1911,42,,14,2,9,1159665.976,1931639.716,41.96814594,-87.68830629,"(41.96814594185694, -87.68830629163293)"
SR20-05163496,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/28/20 15:00,10/26/20 10:14,10/26/20 10:14,4654 N DAMEN AVE,,,60625,4654,N,DAMEN,AVE,FALSE,FALSE,,,4,47,,K011,1,19,1911,22,,15,2,9,1162106.693,1931132.196,41.96670251,-87.67934618,"(41.96670251059982, -87.67934618159185)"
SR20-05163526,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,9/28/20 15:02,9/29/20 9:25,9/29/20 9:25,2325 S WESTERN AVE,,,60608,2325,S,WESTERN,AVE,FALSE,FALSE,,,31,25,,K027,3,10,1034,5,,15,2,9,1160820.056,1888392.91,41.84944949,-87.68526424,"(41.84944948489531, -87.68526424262701)"
SR20-05169697,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/29/20 12:48,10/9/20 17:50,10/9/20 17:50,5439 S HALSTED ST,,,60609,5439,S,HALSTED,ST,FALSE,FALSE,,,61,20,,O034,3,9,935,6,,12,3,9,1171914.853,1868418.287,41.79440023,-87.64513232,"(41.794400227570115, -87.64513232321264)"
SR20-05171444,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/29/20 15:05,10/9/20 18:01,10/9/20 18:01,3635 W ARMITAGE AVE,,,60647,3635,W,ARMITAGE,AVE,FALSE,FALSE,,,22,26,,G018,3,25,2535,24,,15,3,9,1151670.934,1912909.415,41.91690994,-87.71819791,"(41.91690994373223, -87.71819790637726)"
SR20-05171478,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,9/29/20 15:09,10/6/20 8:50,10/6/20 8:50,1600 N MILWAUKEE AVE,,,60647,1600,N,MILWAUKEE,AVE,FALSE,FALSE,,,24,2,,K018,3,14,1434,15,,15,3,9,1162708.661,1910661.028,41.91051581,-87.6777085,"(41.91051580748035, -87.67770849455918)"
SR20-05182568,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/1/20 9:31,10/9/20 17:25,10/9/20 17:25,51 W KINZIE ST,,,60654,51,W,KINZIE,ST,FALSE,FALSE,,,8,42,,P022,3,18,1831,32,,9,5,10,1175769.524,1902999.545,41.88920834,-87.62995894,"(41.88920834074549, -87.62995893895823)"
SR20-05184055,Sanitation Code Violation,SCB,Health,Streets and Sanitation,Completed,Phone Call,10/1/20 12:04,10/2/20 10:33,10/2/20 10:33,6421 N WESTERN AVE,,,60645,6421,N,WESTERN,AVE,FALSE,FALSE,,,2,50,,K006,1,24,2412,31,,12,5,10,1159219.55,1942680.403,41.99845128,-87.68964268,"(41.99845127648537, -87.68964268441604)"
SR20-05184993,Alley Sewer Inspection Request,AAI,Health,DWM - Department of Water Management,Completed,Phone Call,10/1/20 13:29,12/15/20 14:52,12/15/20 14:52,6421 N WESTERN AVE,,,60645,6421,N,WESTERN,AVE,FALSE,FALSE,,,2,50,,K006,1,24,2412,31,,13,5,10,1159219.55,1942680.403,41.99845128,-87.68964268,"(41.99845127648537, -87.68964268441604)"
SR20-05185684,Building Violation,BBA,Health,DOB - Buildings,Completed,Phone Call,10/1/20 14:27,11/9/20 10:58,11/9/20 10:58,6421 N WESTERN AVE,,,60645,6421,N,WESTERN,AVE,FALSE,FALSE,,,2,50,,K006,1,24,2412,31,,14,5,10,1159219.55,1942680.403,41.99845128,-87.68964268,"(41.99845127648537, -87.68964268441604)"
SR20-05185782,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/1/20 14:36,10/26/20 13:25,10/26/20 13:25,5060 N SHERIDAN RD,,,60640,5060,N,SHERIDAN,RD,FALSE,FALSE,,,3,48,,N010,2,20,2024,21,,14,5,10,1168570.677,1934223.01,41.97504595,-87.65548926,"(41.97504594623325, -87.65548926349105)"
SR20-05269924,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/14/20 17:05,10/29/20 10:27,10/29/20 10:27,700 N CLARK ST,,,60654,700,N,CLARK,ST,FALSE,FALSE,,,8,2,,P021,3,18,1832,40,,17,4,10,1175401.83,1905081.806,41.89493044,-87.63124668,"(41.894930441431896, -87.63124667484446)"
SR20-05208896,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/5/20 12:20,10/16/20 20:45,10/16/20 20:45,1973 N HALSTED ST,,,60614,1973,N,HALSTED,ST,FALSE,FALSE,,,7,43,,O018,1,18,1813,3,,12,2,10,1170700.495,1913477.442,41.91807282,-87.64826702,"(41.91807281532262, -87.64826701584911)"
SR20-05208933,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/5/20 12:24,10/27/20 13:28,10/27/20 13:28,7318 S VINCENNES AVE,,,60621,7318,S,VINCENNES,AVE,FALSE,FALSE,,,69,6,,P039,3,7,731,10,,12,2,10,1176089.94,1856377.339,41.76126583,-87.63018352,"(41.761265827044014, -87.63018352201638)"
SR20-05209130,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/5/20 12:40,10/5/20 12:40,10/5/20 12:40,110 E 51ST ST,,,60615,110,E,51ST,ST,FALSE,FALSE,,,38,3,,Q033,2,2,224,37,,12,2,10,1178182.042,1871299.734,41.80216721,-87.62206346,"(41.80216721330202, -87.62206345786917)"
SR20-05209242,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/5/20 12:49,12/7/20 16:20,12/7/20 16:20,4800 W 43RD ST,,,60638,4800,W,43RD,ST,FALSE,FALSE,,,56,22,,D031,1,8,814,23,,12,2,10,1144978.044,1875778.085,41.81514595,-87.74372473,"(41.815145950501844, -87.74372472984774)"
SR20-05209844,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/5/20 13:35,1/6/21 10:12,1/6/21 10:12,1160 W 18TH ST,,,60608,1160,W,18TH,ST,FALSE,FALSE,,,31,25,,N026,3,12,1235,17,,13,2,10,1168827.543,1891677.939,41.8582943,-87.65578072,"(41.858294302185136, -87.65578071769686)"
SR20-05228425,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/8/20 9:24,10/16/20 16:35,10/16/20 16:35,3150 W 111TH ST,,,60655,3150,W,111TH,ST,FALSE,FALSE,,,74,19,,I048,1,22,2211,52,,9,5,10,1157124.002,1830957.839,41.69191474,-87.70038058,"(41.69191474419588, -87.70038057789985)"
SR20-05256941,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/13/20 9:09,10/21/20 11:45,10/21/20 11:45,2700 S CENTRAL PARK AVE,,,60623,2700,S,CENTRAL PARK,AVE,FALSE,FALSE,,,30,22,,G028,3,10,1032,25,,9,3,10,1152727.265,1885777.238,41.84243551,-87.71503508,"(41.842435512865535, -87.71503507689982)"
SR20-05257160,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/13/20 9:26,5/3/22 15:23,5/3/22 15:23,444 N MICHIGAN AVE,,,60611,444,N,MICHIGAN,AVE,FALSE,FALSE,,,8,42,,Q021,3,18,1834,25,,9,3,10,1177176.143,1903552.537,41.89069403,-87.62477656,"(41.89069402520702, -87.62477656045276)"
SR20-05257628,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/13/20 10:12,6/25/21 17:24,10/22/20 21:50,112 W HUBBARD ST,,,60654,112,W,HUBBARD,ST,FALSE,FALSE,,,8,42,,P021,3,18,1831,32,,10,3,10,1175291.942,1903385.213,41.89027737,-87.63170122,"(41.89027736586752, -87.63170121526)"
SR20-05258345,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/13/20 10:58,10/29/20 9:45,10/29/20 9:45,4320 W NORTH AVE,,,60639,4320,W,NORTH,AVE,FALSE,FALSE,,,23,26,,F018,3,25,2534,13,,10,3,10,1147226.101,1910372.153,41.91003377,-87.7345934,"(41.910033767584444, -87.73459340428337)"
SR20-05260262,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/13/20 13:55,12/11/20 16:20,12/11/20 16:20,4300 S CICERO AVE,,,60638,4300,S,CICERO,AVE,TRUE,FALSE,,SR20-05233504,56,22,,D032,1,8,814,23,,13,3,10,1144975.991,1875626.938,41.81473122,-87.74373607,"(41.81473121990687, -87.74373606453355)"
SR20-05260291,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/13/20 13:57,10/22/20 21:10,10/22/20 21:10,720 N RUSH ST,,,60611,720,N,RUSH,ST,FALSE,FALSE,,,8,42,,Q021,3,18,1834,23,,13,3,10,1176892.899,1905340.637,41.89560708,-87.6257626,"(41.89560707542979, -87.62576260386382)"
SR20-05260395,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/13/20 14:02,11/2/20 16:35,11/2/20 16:35,2400 S PULASKI RD,,,60623,2400,S,PULASKI,RD,FALSE,FALSE,,,30,22,,F027,1,10,1013,17,,14,3,10,1150017.939,1887696.621,41.84775564,-87.72492774,"(41.84775563866343, -87.7249277419557)"
SR20-05260450,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/13/20 14:07,10/30/20 12:20,10/30/20 12:20,9249 S HALSTED ST,,,60620,9249,S,HALSTED,ST,FALSE,FALSE,,,73,21,,O044,2,22,2223,24,,14,3,10,1172742.998,1843311.039,41.72548459,-87.64283456,"(41.72548459441094, -87.64283455649459)"
SR20-05269662,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,10/14/20 16:36,10/29/20 10:26,10/29/20 10:26,2253 W DEVON AVE,,,60659,2253,W,DEVON,AVE,FALSE,FALSE,,,2,50,,K007,1,24,2413,31,,16,4,10,1159923.152,1942376.63,41.99760317,-87.68706279,"(41.99760316929352, -87.6870627897783)"
SR20-05269812,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,10/14/20 16:50,11/27/20 9:20,11/27/20 9:20,6258 W WARWICK AVE,,,60634,6258,W,WARWICK,AVE,FALSE,FALSE,,,17,38,,A013,3,16,1633,37,,16,4,10,1133748.938,1924352.366,41.94864458,-87.78377468,"(41.948644578682114, -87.78377468407754)"
